METADATA,,,,,,,,,,,
title.en,ITU Carrier Codes ,,,,,,,,,,
,,,,,,,,,,,
DATA,type=array,,,,,,,,,,
country_name,country_code,organization,address_line_1,address_line_2,address_line_3,address_line_4,code,contact_person,tel,fax,email
Lesotho (Kingdom of) ,LSO,Telecom Lesotho (Pty) Ltd.,PO Box 1037,MASERU 100,,,LTC,Managing Director,+266 22 211100,+266 22 310183,
Liberia (Republic of) ,LBR,Liberia Telecommunications Corporation (LTC),Mail Bag No. 9039,MONROVIA,,,LTC,,+231 2022 6001,+231 2022 6000,
Libya (Socialist People's Libyan Arab Jamahiriya) ,LBY,General Directorate of Posts and,PO Box 81686,TRIPOLI,,,GDPT,,+218 21 360 4101,+218 21 360 4102,
Liechtenstein (Principality of) ,LIE,Cubic AG,Auelestrasse 45,9490 VADUZ,,,FLCUBI,Markus Wanger,+423 237 5232,+423 237 5233,markus.wanger@wanger.net
Liechtenstein (Principality of) ,LIE,IP Communications GmbH,Honauerstrasse 2,4020 INZ,,,FLIPCO,Gerald Wirtl,+43 699 1710 0036,+43 732 7733 7211,gwirtl@ahooly.com
Liechtenstein (Principality of) ,LIE,mobilkom Liechtenstein AG,Aeulestrasse 20,9490 VADUZ,,,FLMOBI,Johannes Feuerstein,+423 377 0415,+423 377 0499,j.feuerstein@mobilkom.li
Liechtenstein (Principality of) ,LIE,Orange (Liechtenstein) AG,Neugruet 7,9496 BALZERS,,,FLORAN,Robert Eberle,+423 388 0924,+423 388 0907,project@orange.li
Liechtenstein (Principality of) ,LIE,Telecom Liechtenstein AG,Schaanerstrasse 1,9490 VADUZ,,,FLTLI,Frank Boller,+423 235 5600,+423 235 5663,frank.boller@telecom.li
Lithuania (Republic of) ,LTU,Comliet UAB,Architektu Street 146,LT-2049 VILNIUS,,,VNOCOM,Georgij Kazak,+370 6829 0001,+370 6829 0010,
Lithuania (Republic of) ,LTU,Lintel UAB,Laisves Av. 67,KAUNAS 3000,,,LINTEL,"Monkevicius, Technical Dir.",+370 3 771 2546,+370 3 770 8730,
Lithuania (Republic of) ,LTU,Lithuanian Telecom,Savanoru Av. 28,LT-2727 VILNIUS,,,LT,Remigijus Seris,+370 5 222 6691,+370 5 222 6665,
Lithuania (Republic of) ,LTU,Omnitel,25 T. Sevcenkos,2600 VILNIUS,,,OMNITL,Audrius Rukanskas,+370 5 222 0896,+370 5 223 1313,
Luxembourg ,LUX,Bouygues Telecom,"37-39, Rue Boissière",75116 PARIS,France,,BOU,Mr. Rémy Pintenet,+33 6 65 73 32 27,+33 1 394 5 36 87,rpintene@bouyguestelecom.fr
Luxembourg ,LUX,Broadcasting Center Europe S.A.,45 bd. Pierre Frieden,L-1543 LUXEMBOURG,,,B50802,Mr. Paul Schmit,+352 24 80 61 10,+352 24 80 61 09,paul_schmit@bce.lu
Luxembourg ,LUX,BT Global Services Luxembourg S.à r.l.,"12, rue Eugène Ruppert",L-2453 LUXEMBOURG,,,BTPLC,Ms. Linda J. Matthews,+44 20 87 26 26 66,,linda.j.matthews@bt.com
Luxembourg ,LUX,Cegecom S.A.,"3, rue Jean Piret - BP 2708",L-1027 LUXEMBOURG,,,CGCOM,Mr. Georges Muller,+352 26 49 94 03,+352 26 49 96 99,georges.muller@artelis.net
Luxembourg ,LUX,Coditel S.à r.l.,"283, route d'Arlon",L-8011 STRASSEN,,,CODTEL,Mr. Olivier Jonas,+32 22 26 54 41,+32 22 26 54 20,olivier.jonas@numericable.eu
Luxembourg ,LUX,Crossing Telecom S.à r.l.,Parc d'activité Syrdall 1,"3, rue Henri Tudor",L-5366 MUNSBACH,,CROSS,Ms. Annie Weyns,+352 43 31 11,+352 43 31 42,info@crossingtel.lu
Luxembourg ,LUX,e-LUX Mobile Telecommunication Services S.A.,"21, Avenue Monterey",L-2163 LUXEMBOURG,,,ELUX,Mr Ibrahim Tolga Sönmezalp and Mr Hassane Diabate,+90 53 37 74 54 91; +352 26 20 15 43,+352 27 85 89 87,tsonmezalp@eluxmobile.com; hdiabate@caldia.lu
Luxembourg ,LUX,Entreprise des postes et télécommunications,"8A, avenue Monterey",L-2020 LUXEMBOURG,,,LUXPT,Mr. Joël Weiler,+352 47 65 42 13,+352 46 39 84,joel.weiler@post.lu
Luxembourg ,LUX,Join Experience S.A.,"11, rue de Bitbourg",L-1273 LUXEMBOURG,,,JOINLU,Mr. Luc Van den Bogaert,+352 671 880 100,+352 28 89 90 21,luc.vdbogaert@joinexperience.com
Luxembourg ,LUX,Luxembourg Online S.A.,"14, avenue du X Septembre",L-2550 LUXEMBOURG,,,LOL,Mr. Remi Bianchi,+352 45 25 64 1,+352 45 93 34,network@online.lu
Luxembourg ,LUX,MIXvoip S.A.,Z.I. Rolach,L-5280 SANDWEILER,,,MXVP,Mr. Loïc Didelot,+352 20 33 33 20,+352 20 33 33 90,ldidelot@mixvoip.com
Luxembourg ,LUX,MTX Connect S.à r.l.,"4, rue A. Graham Bell",,,,MTX,Ms. Alexandra Sevodnyaeva,+352 20 30 10 62,,a.sevodnyaeva@mtxc.eu
Luxembourg ,LUX,Orange Business Luxembourg S.A.,"201, route de Thionville",L-5885 HOWALD,,,OBSLUX,Ms. Isabelle Dieltiens,+32 26 43 94 72,+32 26 43 94 01,isabelle.dieltiens@orange.com
Luxembourg ,LUX,Orange Communications Luxembourg S.A.,"8, rue des Mérovingiens",L-8080 BERTRANGE,,,OLUX,Mr. Jeannot Grethen,+352 661 888 260,,jeannot.grethen@orangeluxembourg.lu
Luxembourg ,LUX,Tango S.A.,"177, rue de Luxembourg",,,,LUXTG,Mr. Thomas Zinnen,+352 691 777 366,,thomas.zinnen@tangoservices.lu
Luxembourg ,LUX,Telenet Solutions S.A.,"Liersesteenweg, 4",B-2800 MECHELEN,Belgium,,TNTLU,Mr. Philippe Ronsse,+32 15 33 35 61,,philippe.ronsse@staff.telenet.be
Luxembourg ,LUX,Visual Online S.A.,"6, rue Goell",L-5326 CONTERN,,,VO,Mr. Christian Gatti,+352 42 44 11,+352 42 44 11 44,cgatti@visual-online.lu
Luxembourg ,LUX,voipGate S.A.,"2, rue Léon Laval",L-3372 LEUDELANGE,,,VG,Mr. Marc Storck,+352 20 20 02 22,+352 20 30 02 22,mstorck@voipgate.com
Luxembourg ,LUX,Voxbone S.A.,Claus building,Avenue Louise 489,B-1050 BRUXELLES,Belgium,VOXLUX,Ms. Patricia Denise Labal,+32 28 08 00 00,+32 28 08 00 01,regulatory@voxbone.com
"Macao, China ",MAC,Companhia de Telecomunicaçôes de Macau SARL (CTM),"Caixa Postal 868, Rua de Lagos",TAIPA,,,CTM,Xeque H. Hamja,+853 28 552223,+853 28 581400,xeque@macau.ctm.net
The Former Yugoslav Republic of Macedonia ,MKD,Makedonski telekomunikacii A.D.,ul. Orce Nikolov b.b.,1000 SKOPJE,,,MAKTEL,,+389 2 211 9356,+389 2 216 2412,
Madagascar (Republic of) ,MDG,Gulfsat Téléphonie,41 Avenue Lénine Antanimena,101 ANTANANARIVO,,,GULFST,Cécile Hervé,+261 20 223 7012,+261 20 223 7009,info@gulfsat.mg
Madagascar (Republic of) ,MDG,Orange Madagascar,"Rue Dr. Raseta Joseph, BP 7754","Andraharo, ANTANANARIVO 101",,,ORANGE,Patrice Pezat,+261 20 226 0953,+261 20 226 0955,patrice.pezat@orange.mg
Madagascar (Republic of) ,MDG,Telecom Malagasy,"Alarobia, BP 763",ANTANANARIVO,,,TELMA,Raharinjatovo Claude,+261 20 22 24803,+261 20 22 42354,
Malawi ,MWI,Malawi Telecomms Corporation Ltd.,PO Box 537,BLANTYRE,,,MPTC,E.S. Hiwa,+265 1 620000,+265 1 671460,
Malaysia ,MYS,Altel Communications Sdn. Bhd.,"E-11-08,No 2, Jalan PJU 1A/7A",Oasis Ara Damansara,"47301 Petaling Jaya, SELANGOR",,ALTEL,,+60 3 7734 7199,+60 3 7831 7888,ismail@altel.my
Malaysia ,MYS,Celcom Axiata Berhad,"Level 15, Menara Celcom","82, Jalan Raja Muda Abdul Aziz",50300 KUALA LUMPUR,,CELCOM,Mdm. Moriani Mohamed,+60 3 2688 4640,+60 3 2681 0350,moriani@celcom.com.my
Malaysia ,MYS,YTL Communications Sdn. Bhd.,"Level 19, One Oriental Place","No. 1, Jalan Hang Lekiu",59100 KUALA LUMPUR,,YTL,Mr. Amarjit Singh,+60 18 799 8888,+60 18 799 8828,amarjit.singh@ytlcomms.my
Malaysia ,MYS,Digi Telecommunications Sdn. Bhd.,"Lot 10, Jalan Delima 1/1",Subang Hi-Tech Industrial Park,"40000 Shah Alam, SELANGOR",,DIGI,Mr. Foong Chee Kheong,+60 18 200 1108,+60 3 5721 6164,foongck@digi.com.my
Malaysia ,MYS,Maxis Berhad,"Level 21, Menara Maxis",Kuala Lumpur City Centre,50088 KUALA LUMPUR,,MAXIS,Mr. Yap Chong Ping,+60 3 2330 7693,+60 3 2330 0513,cyap@maxis.com.my
Malaysia ,MYS,TIME dotCom Berhad,(formerly known as TIME Telecommunications),"No. 14, Jalan Majistret U1/26",HICOM Glenmarie Industrial Park,"40150 Shah Alam, SELANGOR",TIME,Mr. Abdulhadi Bin Wahid,+60 3 5039 3396,+60 3 5032 6401,abdulhadi.wahid@time.com.my
Malaysia ,MYS,Telekom Malaysia Berhad,"Level 7, (South Wing)","Menara TM, Jalan Pantai Baharu",50672 KUALA LUMPUR,,TM,Mrs. Rose Aida Salleh,+60 3 2240 7002,+60 3 7955 2078,roseaida@tm.com.my
Malaysia ,MYS,U Mobile Sdn. Bhd.,Lot 11.01 (East Wing),"11th Floor, Berjaya Times Square",No. 1 Jalan Imbi,55100 KUALA LUMPUR,UM,Mr. Eric Liew Sze Yarn,+60 3 2117 9888,+60 3 2141 6511,eric.liew@u.com.my
Maldives (Republic of) ,MDV,Dhivehi Raajjey Ge Gulhun Private Ltd. (DHIRAAGU),"PO Box 2082, 19 Medhuziyaarasy Magu",20-03 MALE',,,DHR,Operations Manager,+960 331 1246,+960 332 2800,
Mali (Republic of) ,MLI,Orange Mali (ex-Ikatel S.A.),B.P. E3991,BAMAKO,,,IKATEL,Alioune N'Diaye,+223 4499 9000,+223 4499 9001,
Mali (Republic of) ,MLI,Société des télécommunications du Mali (SOTELMA),"Route de Koulikoro, BP 740",BAMAKO,,,SOTLMA,Secrétaire Général,+223 2022 7202,+223 2021 3022,
Malta ,MLT,GO plc,Spencer Hill,MARSA,,,MLTCOM,Eng. Charles Camilleri,+356 21 443175,+356 21 443174,paul.hopkins@go.com.mt
Malta ,MLT,Vodafone Malta Ltd.,"Vodafone House, Msida Road",B'Kara BKR 14,,,VFMLT,Chief Technical Officer,+356 21 492 307,+356 21 486 876,joseph.muscat@vodafone.com
Martinique (French Department of) ,MTQ,Bouygues Telecom Caraibes,"Oasis, quartier Bois Rouge",F-97224 DUCOS,,,BUYC,Thibault de Dreuille,+596 596 42 09 02,+596 596 42 09 01,
Martinique (French Department of) ,MTQ,Outremer Telecom,B.P. 280,F-97285 LAMENTIN CEDEX 2,,,OUTR,Jean Michel Hegesippe,+596 596 50 23 15,+596 596 50 51 88,
Mauritania (Islamic Republic of) ,MRT,Société Mauritanienne des Télécommunications (Mauritel),Direction Générale,NOUAKCHOTT,,,MOPT,Mohamed Moctar Ould Yahya,+222 4525 8213,+222 4525 1700,
Mauritius (Republic of) ,MUS,Mauritius Telecom Ltd. (MT),"Telecom Tower, Edith Cavell Street",PORT LOUIS,,,MTL,John Leung Yinko,+230 208 3829,+230 208 1070,
Mexico ,MEX,Alestra S. de R.I. De C.V.,"Av Paseo de las Palmas, Col Lomas de Chapult.",11000 MEXICO D.F.,,,ALESTA,Ing. Francisco Salas Elizondo,+52 55 5201 5000,+52 55 5201 5177,mpachect@alestra.com.mx
Mexico ,MEX,Avantel S.A.,Col. Lomas de Memetla,CP 05330 MEXICO D.F.,,,AVANMX,Luis Gerardo Roman Palau,+52 55 5814 4463,+52 55 5814 4020,luis.coman@avantel.com.mx
Mexico ,MEX,"Axtel, S.A. de C.V.",Col. Residencial San Augustín Garza Garcia,CP 66260 MEXICO,,,AXT555,Carlos J. Escalante González,+52 55 8114 0000,+52 55 8114 1771,cescalante@axtel.com.mx
Mexico ,MEX,"Comsat México, S.A. de C.V.","Av. Renato Leduc No.321, Col. Toriello Guerra",CP 14050 MEXICO D.F.,,,CMETEL,Dr. Alfonso Torres Roqueñi,+52 55 5528 2100,+52 55 5528 2321,atorres@comsat.com.mx
Mexico ,MEX,"Marca tel., S.A. de C.V.","Av. San Jerónimo Monterrey, Nuevo León",MEXICO 64640,,,MARCA7,Lic. César Eduardo Santacruz,+52 55 8389 7714,+52 55 8347 1444,csantacruz@marcatel.net
Mexico ,MEX,"Miditel, S.A. de C.V.","Col. Lomas de Chapultepec, CP 11000",MEXICO D.F.,,,MIDTEL,Ing. Carlos Murray Campbell,+52 55 5201 4070,+52 55 5201 6429,cmurray@miditel.com.mx
Mexico ,MEX,Pegaso Comunicaciones y Sistemas S.A.,"Paseo de los Tamarindos 400-4, Piso 24","Col. Bosques de las Lomas, MEXICO 6177",,,MSTAR,Vicente Seoane,+52 81 8177 3027,+52 55 5806 9080,vseoane@telefonicamoviles.com
Mexico ,MEX,"Protel, S.A. de C.V.",Col. Lomas de Chapultepec,MEXICO D.F. 11000,,,PROTEL,Ing. Mario G. Morales Brizuela,+52 55 5283 2600,+52 55 5282 1188,mmorales@protel.mail.com.mx
Mexico ,MEX,"RSLCom de México, S.A. de C.V.",Col Chapultepec Morales Polanco,"MEXICO D.F., CP 11510",,,RSLMEX,Ing. Fred Quiroga,+52 55 5279 4600,+52 55 5580 5723,adiaz@rslmex.com
Mexico ,MEX,Telecomunicaciones de México,"Lazaro Cardenas 567, Col. Narvarte",0320 MEXICO DF,,,TLCOMM,Carlos Mier/Teran Ordiales,+52 55 5629 1166,+52 55 5559 9812,
Mexico ,MEX,Teléfonos de México S.A. de C.V.,"Parque Vía 198, Col. Cuauhtémoc",06599 MEXICO DF,,,TELMEX,M en C Eduardo Gómez Chibli,+52 55 5222 5117,+52 55 5223 5506,egomez@telmex.net
Mexico ,MEX,"Teléfonos del Noroeste, S.A. de C.V.","Pio Pico 2101, Zona Centro",2200 TIJUANA B.C.,,,TFNOR,Ing. Vicente Hernández,+52 666 633 2700,+52 666 681 3635,vihe@telnor.com
Mexico ,MEX,Telereunión S.A. de C.V.,"Moras No430, Col. Del Valle",CP 03100 MEXICO D.F.,,,TELREU,Oscar Garcia Mora,+52 55 5663 8724,+52 55 5663 8795,ogarcia@telscape.com.mx
Mexico ,MEX,Unión Telefónica Nacional S.A. de C.V.,Col. San Miguel Chapultepec,MEXICO D.F.,,,UTN222,Lic. German Carmona,+52 55 5271 1455,+52 55 5516 6574,uniten@compuserve.com.mx
Micronesia (Federated States of) ,FSM,FSM Telecommunication Corporation,PO Box 1210,"KOLONIA, POHNPEI, FM 96941",,,FSMTC,Takuro Akinaga,+691 320 1741,+691 320 2745,
Moldova (Republic of) ,MDA,MoldTelecom,10 Stefan Cel Mare Av.,MD-2001 CHISINAU,,,MOLD17,Gheorghe Ursachi,+373 22 570 100,+373 22 570 157,gursachi@moldtelecom.md
Monaco (Principality of) ,MCO,Monaco Telecom,25 Boulevard de Suisse,MC 98030 MONACO Cedex,,,MT,Bernard Nihotte,+377 93 156101,+377 93 150014,
Mongolia ,MNG,Cable and Wireless,PO Box 694,ULAANBAATAR 13,,,CWMGL,"Geoff Viner, Manager",+976 11 323010,+976 11 323010,
Montenegro (Republic of) ,MNE,Crnogorski Telekom A.D.,Moskovska 29,81000 PODGORICA,,,CT,Slovoljub Popadic,+382 20 433 710,+382 20 225 752,slovoljub.popadic@telekom-cg.com
Montenegro (Republic of) ,MNE,Drustvo Za Telekomunikacije MTEL d.o.o.,Kralja Nikole 27a,81000 PODGORICA,,,MTEL,Zlatko Trhulj,+382 64 111 5933,+382 11 334 0798,zlatko.trhulj@telekom.yu
Montenegro (Republic of) ,MNE,Promonte GSM d.o.o.,Bul. Dzordza Vasingtona 83,8100 PODGORICA,,,PMN,Kare Gustad,+382 20 401 204,+382 20 235 023,gustad@promonte.com
Montenegro (Republic of) ,MNE,T-Mobile crna Gora A.D.,Moskovska 29,8100 PODGORICA,,,TMMNE,Zoltan Pinkola,+382 20 433 710,+382 20 225 752,zoltan.pinkola@telekom-cg.com
Montserrat ,MSR,Cable and Wireless (W.I.) Ltd.,"Houston Street, PO Box 219",PLYMOUTH,,,CWMNI,"Clifton Riley, Manager Eng.",+1 664 491 7140,+1 664 491 8019,
Morocco (Kingdom of) ,MAR,Maroc Telecom - Itissalat Al Maghrib (IAM),"Charia Annakhil, Hay Riad",RABAT,,,IAM,Mohamed Hmadou,+212 53 771 5830,+212 53 777 5256,hmadou@iam.net.ma
Mozambique (Republic of) ,MOZ,Instituto Nacional das Comunicaçôes de Moçambique,"Av. Eduardo Mondlane 123/127, CP 848",MAPUTO,,,848,Eng. Omar Hassane,+258 21 490131,+258 21 494435,ohassane@incm.gov.mz
Mozambique (Republic of) ,MOZ,Telecomunicaçôes de Moçambique (TDM),"PO Box 25, Rua da Sé No. 2",MAPUTO,,,TDM,,+258 21 431921,+258 21 431944,
Myanmar (Union of) ,MMR,Myanma Posts and Telecommunications,"43, Bo Aung Gyaw Street",YANGON,,,MPT,,+95 1 297722,+95 1 251911,
Namibia (Republic of) ,NAM,Telecom Namibia Ltd.,PO Box 297,WINDHOEK 9000,,,NMB,Mr. Norman Bastiaans,+264 61 201 2444,+264 61 201 2603,
Nauru (Republic of) ,NRU,Directorate of Telecommunications,,,,,DT,,+674 444 3324,+674 444 3111,
Nepal ,NPL,Nepal Telecommunications Corporation (NTC),Central Office,KATHMANDU,,,NTC,,+977 1 422 2424,+977 1 422 6280,
Netherlands (Kingdom of the) ,NLD,Casema N.V.,Brassersplein 2,2612 CT DELET,,,CASEMA,P. Kleintjes,+31 348 493109,+31 348 493199,
Netherlands (Kingdom of the) ,NLD,Enertel N.V.,PO Box 25226,3001 HE ROTTERDAM,,,ENERTL,Bart van den Dries,+31 10 880 3720,+31 10 880 3799,
Netherlands (Kingdom of the) ,NLD,FaciliCom International Netherlands,"Worldwide Bldg, Bouwerij 44, 5th Flr.",1185 XX AMSTELVEEN,,,FCI,Elisa Hau,+31 20 543 1900,+31 20 543 1901,
Netherlands (Kingdom of the) ,NLD,KPN Telecom B.V.,PO Box 30150,2500 GD THE HAGUE,,,TCOMNL,J.T.M. Van Wijk,+31 70 343 4976,+31 70 343 4939,
New Caledonia (Territoire français d'outre-mer) ,NCL,France Cables et Radio,BP A1,98848 NOUMEA CEDEX,,,FCR,Bonnefond Jacques,+687 266610,+687 266669,
New Caledonia (Territoire français d'outre-mer) ,NCL,Office des Postes et des Télécommunications,2 rue Monchovet Port Plaisance,98841 NOUMEA-CEDEX,,,OPTNC,Bernard Idoux,+687 268247,+687 289090,telecom@opt.nc
New Zealand ,NZL,Chorus Ltd,"Level 8 Datacom House, 68-86 Jervois Quay",WELLINGTON,,,CHORUS,Richard Read,+64 4 802 9236,+64 4 472 4795,richard.read@chorus.co.nz
New Zealand ,NZL,Compass Communications Ltd.,P.O. Box 2533,AUCKLAND,,,COMPNZ,Mark Frater,,,mark.frater@compass.net.nz
New Zealand ,NZL,NZ Communications,"P.O. Box 8355, Symonds Street",AUCKLAND 1150,,,NZCOMS,David Rauscher,,,david.rauscher@nzcomms.co.nz
New Zealand ,NZL,Telecom New Zealand Ltd.,P.O. Box 293,WELLINGTON,,,TNZ,Stuart Goodin,,,stuart.goodin@telecom.co.nz
New Zealand ,NZL,Telstra Clear,Private Bag 92143,AUCKLAND,,,CLEAR,Richard Bateman,,,richard.bateman@team.telstraclear.co.nz
New Zealand ,NZL,Vodafone New Zealand Ltd.,Private Bag 9261,AUCKLAND,,,VNZL,David Stone,,,d.stone@vodafone.co.nz
New Zealand ,NZL,WorldxChange Communications,P.O. Box 3296,AUCKLAND,,,WAXSNZ,Paul Clarkin,,,pclarkin@wxc.co.nz
Nicaragua ,NIC,Empresa Nicaraguense de Telecomunicaciones,Internacionales,MANAGUA,,,ENITEL,,+505 2225 1812,+505 2278 1128,
Niger (Republic of the) ,NER,Société Nigérienne des Télécommunications (SONITEL),"BP 208, Avenue de l'Uranium",NIAMEY,,,SONTEL,Directeur Général,+227 2072 2857,+227 2072 2478,
Nigeria (Federal Republic of) ,NGA,Nigerian Telecommunications Plc. (NITEL),PO Box 173,LAGOS,,,NITEL,Enare A.M. Yanaya,+234 1 263 7066,+234 1 619853,
Norway ,NOR,Tele2 Norge AS,Ulvenneien 75A,N-0581 OSLO,,,TELE2,OleMartin Gunhildsbu,+47 2131 9000,+47 2131 9100,ole.martin.gunhildsbu@tele2.no
Norway ,NOR,Telenor AS,"Postbox 6701, St. Olav's Plass",N-130 OSLO 1,,,TELNOR,Eyolf Gulbrandsen,+47 2277 7634,+47 2277 8901,
Oman (Sultanate of) ,OMN,Oman Mobile Telecommunication Company LLC,PO Box 694,PC 130 AL-AZAIBA,,,OMNMOB,Bernhard Van Merwe,+968 92 492810,+968 24 485469,bernhard@omantel.co.om
Oman (Sultanate of) ,OMN,Oman Telecommunications Company S.A.O.C.,PO Box 789,"PC 112, MUSCAT",,,OMNTEL,Abdulrahim Mohammed,+968 24 632830,+968 24 484931,abdulrahim.bahlani@omantel.om
Pakistan (Islamic Republic of) ,PAK,Pakistan Telecommunication Company Ltd.,"Rizwan Centre 85 West, Blue Area",ISLAMABAD,,,PTCL,,+92 51 250645,+92 51 858074,
Palau ,PLW,Palau Communication and Electronics Company dba Palau Telecoms,P.O. Box 605 PECI Bldg.,"Malakal Koror, Palau 96940",,,PCEC,Mr Sebastian “Sam” Masang,+680 488 2628 / 7705,+680 488 2733,regulatory_b2b@palautelecoms.com
Panama (Republic of) ,PAN,"Instituto Nacional de Telecomunicaciones, S.A. (INTEL, S.A.)",PO Box 9A-659,PANAMA 9A,,,INTEL,,+507 269 7111,+507 264 5743,
Papua New Guinea ,PNG,Telikom PNG Ltd.,PO Box 56,PORT MORESBY,,,PTC,Isikeli Taureka,+675 327 4000,+675 325 0665,
Paraguay (Republic of) ,PRY,Compañia Paraguaya de Comunicaciones S.P. (Copaco S.A.),"Edificio Gral. Bernardino Caballero, Piso 4","PO Box 2042, ASUNCION",,,ANTLCO,Luis Reinoso Z.,+595 21 203800,+595 21 203888,
Peru ,PER,AT&T Perú S.A.,"Av. Victor Andrés Belaunde 147, Torre Real 6","San Isidro, LIMA",,,ATTPER,José Gandula,+51 1 222 5555,+51 1 222 5560,
Peru ,PER,Atlantic International Telecommunication S.A.C.,Av. Prokgacios Primevera No. 120,Sucre,,,ALTPER,Carlos Octavo Giredo,+51 1 372 7602,,
Peru ,PER,Bellsouth Perú S.A.,Av. Javier Prado Este 3190,"San Borja, LIMA",,,BELPER,Rafael Muenba Schwaiz,+51 1 955 2000,+51 1 955 2001,
Peru ,PER,Biper Express S.A.C.,Av. Las Olvas No. 123,"San Isidro, LIMA",,,BIPPER,Maria Maca de Habich,+51 1 421 3179,,
Peru ,PER,CIFSA Telecom S.A.C.,Manuel del Fino 699,Santa Beatriz,,,CIFPER,Oscar Emilio Benavides,+51 1 470 8212,,
Peru ,PER,Compañia Telefonica Andiña S.A.,"Av. Camino Real 390, OI. 120I.","San Isidro, LIMA",,,CTAPER,José Salvador Raggio Reyna,+51 1 421 1341,+51 1 421 1503,
Peru ,PER,Consultoria y Gestion de Telecomunicaciones S.A.,Av. Pramanan No. 870,"Sucre, LIMA",,,CIGPER,Carlos Julio Garcia Arrijos,+51 1 372 5888,+51 1 372 5616,
Peru ,PER,Convergia S.A.,Av. Javier Prado,La Molina - LIMA,,,CONPER,Lorenzo Bilar Chacra,+51 1 434 3497,+51 1 437 0544,
Peru ,PER,Corix Perú S.A.,Calle Rodin No. 182,"San Borja, LIMA",,,CORPER,Oscar Vasquez Lama,+51 1 225 1531,,
Peru ,PER,Dgital Way S.A.,Av. Sabasllin Telleria No. 306,"San Isidro, LIMA",,,DIGPER,José Antonio de Izcue Arnilas,+51 1 222 8684,,
Peru ,PER,Ditel Corporation S.A.C.,Calle San Juan No. 705,"Sucre, LIMA",,,DITPER,Poir Navarochi Karín,+51 1 372 1368,,
Peru ,PER,Elnath S.A.,Las Casiahilas No. 138,"San Isidro, LIMA",,,ELNPER,Manuel Ortiz de Zevallos,+51 1 222 8555,+51 1 422 9801,
Peru ,PER,Full Line S.A.,"Calle Mota No. 170, Via San Antonio","Mireflores, LIMA",,,FULPER,Germán Leguia Drego,+51 1 440 3442,,
Peru ,PER,Gamacon S.r.l.,"Av. Del Parque Sur No. 185, OI. 505","San Isidro, LIMA",,,GAMPER,Jaime Rogelo Blanco,+51 1 224 7053,,
Peru ,PER,Gilat To Home S.A.,"Av. Rivara Navanreta No. 525, Piso 7","San Isidro, LIMA",,,GTHPER,Jacob Segev,+51 1 222 4000,+51 1 222 6688,
Peru ,PER,Heilsberg Perú S.A.C.,Calle Rodin,"San Borja, LIMA",,,HEIPER,Julio F. Borriaz Mariza,+51 1 224 2499,,
Peru ,PER,Impsat Peru S.A.,Av. Canavaly Moreyna 380 piso 21,"San Isidro, LIMA",,,IMPPER,Helmoth Iván Jara Albornaz,+51 1 411 5900,,
Peru ,PER,Infoductos y Telecomunicaciones del PerúmS.A.,Calle Augusto Tanayo No. 125,"San Isidro, LIMA",,,INFPER,Ricardo Toledo Vega,+51 1 421 7687,,
Peru ,PER,Ivbarra S.A.,"Las Carallisa No. 271, Urb. Camacho","La Molina, LIMA",,,IVBPER,Alejandro Harrison Iberra,+51 1 437 8833,,
Peru ,PER,Justice Telecom International S.R.L.,Av. Las Begonias No. 475,"San Isidro, LIMA",,,JUSPER,Albario Santander Espinoza,+51 1 461 8748,+51 1 461 8083,
Peru ,PER,Limatel S.A.,Av. Camino Real No. 111,"San Isidro, LIMA",,,LIMPER,Luis Navarro Rodriguez,+51 1 441 4444,,
Peru ,PER,Netcall Peru S.A.C.,Nano Segundo No. 2655,"Lince, LIMA",,,NETPER,Enrique Quimper Ingunza,+51 1 221 2469,,
Peru ,PER,Nortek Communication S.A.C.,"Av. Camino Real No. 396, Torre Central piso6","San Isidro, LIMA",,,NORPER,José Emilio Ramirez Muñante,+51 1 222 4905,,
Peru ,PER,Omeño Comunicaciones S.A.,Av. Javier Prado No. 1059,"La Victoria, LIMA",,,ORMPER,Josquin Ornero Cabrera,+51 1 955 0058,,
Peru ,PER,Orbita Peru S.A.C.,A. Javier Prado Este No. 4307,"Negocio, LIMA",,,OTAPER,Manuel ernesto Cardena,+51 1 436 4135,,
Peru ,PER,Orbitel Perú S.A.,"Av. Casino Real No. 348, Torre El Pilar","San Isidro, LIMA",,,OELPER,Alvare Alonso Garcia Leiva,+51 1 222 7700,,
Peru ,PER,Perusay S.A.,Av. Benavides No. 210,"Miraflores, LIMA",,,PERPER,Enrique Manuel Palados,+51 1 444 7722,+51 1 444 9017,
Peru ,PER,Telecomunicaciones Andinas S.A.,Av. Camino Real 490,"San Isidro, LIMA",,,TASPER,Ateo Escobar Zarnaloa,+51 1 222 8497,,
Peru ,PER,Telefónica del Peru S.A.A.,Av. Arequipa 1155,"Sta. Beatriz, LIMA",,,TDPPER,Jorge Melo Vega,+51 1 470 1616,+51 1 470 0766,
Peru ,PER,Telematic Comunicaciones S.A.C.,"Jr. Janin No.355,Miraflores",LIMA,,,TELPER,Pio Fernando Barños Ipenza,+51 1 241 7600,,
Peru ,PER,TES.A.M. Peru S.A.,Odricola 128,"San Isidro, LIMA",,,TESPER,Carlos Franco,+51 1 440 5807,+51 1 440 3674,
