MEX,Mexico,Mexique,México,墨西哥 ,Мексика ,المكسيك ,Avantel S.A.,Col. Lomas de Memetla,CP 05330 MEXICO D.F.,,AVANMX,Luis Gerardo Roman Palau,+52 55 5814 4463,+52 55 5814 4020,luis.coman@avantel.com.mx
MEX,Mexico,Mexique,México,墨西哥 ,Мексика ,المكسيك ,"Axtel, S.A. de C.V.",Col. Residencial San Augustín Garza Garcia,CP 66260 MEXICO,,AXT555,Carlos J. Escalante González,+52 55 8114 0000,+52 55 8114 1771,cescalante@axtel.com.mx
MEX,Mexico,Mexique,México,墨西哥 ,Мексика ,المكسيك ,"Comsat México, S.A. de C.V.","Av. Renato Leduc No.321, Col. Toriello Guerra",CP 14050 MEXICO D.F.,,CMETEL,Dr. Alfonso Torres Roqueñi,+52 55 5528 2100,+52 55 5528 2321,atorres@comsat.com.mx
MEX,Mexico,Mexique,México,墨西哥 ,Мексика ,المكسيك ,"Marca tel., S.A. de C.V.","Av. San Jerónimo Monterrey, Nuevo León",MEXICO 64640,,MARCA7,Lic. César Eduardo Santacruz P,+52 55 8389 7714,+52 55 8347 1444,csantacruz@marcatel.net
MEX,Mexico,Mexique,México,墨西哥 ,Мексика ,المكسيك ,"Miditel, S.A. de C.V.","Col. Lomas de Chapultepec, CP 11000",MEXICO D.F.,,MIDTEL,Ing. Carlos Murray Campbell,+52 55 5201 4070,+52 55 5201 6429,cmurray@miditel.com.mx
MEX,Mexico,Mexique,México,墨西哥 ,Мексика ,المكسيك ,Pegaso Comunicaciones y Sistemas S.A.,"Paseo de los Tamarindos 400-4, Piso 24","Col. Bosques de las Lomas, MEXICO 6177",,MSTAR,Vicente Seoane,+52 81 8177 3027,+52 55 5806 9080,vseoane@telefonicamoviles.com
MEX,Mexico,Mexique,México,墨西哥 ,Мексика ,المكسيك ,"Protel, S.A. de C.V.",Col. Lomas de Chapultepec,MEXICO D.F. 11000,,PROTEL,Ing. Mario G. Morales Brizuela,+52 55 5283 2600,+52 55 5282 1188,mmorales@protel.mail.com.mx
MEX,Mexico,Mexique,México,墨西哥 ,Мексика ,المكسيك ,"RSLCom de México, S.A. de C.V.",Col Chapultepec Morales Polanco,"MEXICO D.F., CP 11510",,RSLMEX,Ing. Fred Quiroga,+52 55 5279 4600,+52 55 5580 5723,adiaz@rslmex.com
MEX,Mexico,Mexique,México,墨西哥 ,Мексика ,المكسيك ,Telecomunicaciones de México,"Lazaro Cardenas 567, Col. Narvarte",0320 MEXICO DF,,TLCOMM,Carlos Mier/Teran Ordiales,+52 55 5629 1166,+52 55 5559 9812,
MEX,Mexico,Mexique,México,墨西哥 ,Мексика ,المكسيك ,Teléfonos de México S.A. de C.V.,"Parque Vía 198, Col. Cuauhtémoc",06599 MEXICO DF,,TELMEX,M en C Eduardo Gómez Chibli,+52 55 5222 5117,+52 55 5223 5506,egomez@telmex.net
MEX,Mexico,Mexique,México,墨西哥 ,Мексика ,المكسيك ,"Teléfonos del Noroeste, S.A. de C.V.","Pio Pico 2101, Zona Centro",2200 TIJUANA B.C.,,TFNOR,Ing. Vicente Hernández Alvárez,+52 666 633 2700,+52 666 681 3635,vihe@telnor.com
MEX,Mexico,Mexique,México,墨西哥 ,Мексика ,المكسيك ,Telereunión S.A. de C.V.,"Moras No430, Col. Del Valle",CP 03100 MEXICO D.F.,,TELREU,Oscar Garcia Mora,+52 55 5663 8724,+52 55 5663 8795,ogarcia@telscape.com.mx
MEX,Mexico,Mexique,México,墨西哥 ,Мексика ,المكسيك ,Unión Telefónica Nacional S.A. de C.V.,Col. San Miguel Chapultepec,MEXICO D.F.,,UTN222,Lic. German Carmona Garduño,+52 55  5271 1455,+52 55 5516 6574,uniten@compuserve.com.mx
FSM,Micronesia (Federated States of),Micronésie (Etats fédérés de),Micronesia (Estados federados de),密克罗尼西亚（联邦） ,Федеративные Штаты Микронезии ,ولايات ميكرونيزيا الموحدة ,FSM Telecommunication Corporation,PO Box 1210,"KOLONIA, POHNPEI, FM 96941",,FSMTC,Takuro Akinaga,+691 320 1741,+691 320 2745,
MDA,Moldova (Republic of),Moldova (République de),Moldova (República de),摩尔多瓦（共和国） ,Молдова (Республика) ,جمهورية مولدوفا ,MoldTelecom,10 Stefan Cel Mare Av.,MD-2001 CHISINAU,,MOLD17,Gheorghe Ursachi,+373 22 570 100,+373 22 570 157,gursachi@moldtelecom.md
MCO,Monaco (Principality of),Monaco (Principauté de),Mónaco (Principado de),摩纳哥（公国） ,Монако (Княжество) ,إمارة موناكو ,Monaco Telecom,25 Boulevard de Suisse,MC 98030 MONACO Cedex,,MT,Bernard Nihotte,+377 93 156101,+377 93 150014,
MNG,Mongolia,Mongolie,Mongolia,蒙古 ,Монголия ,منغوليا ,Cable and Wireless,PO Box 694,ULAANBAATAR 13,,CWMGL,"Geoff Viner, Manager",+976 11 323010,+976 11 323010,
MNE,Montenegro,Monténégro,Montenegro,黑山 ,Черногория ,الجبل الأسود ,Crnogorski Telekom A.D.,Moskovska 29,81000 PODGORICA,,CT,Slovoljub Popadic,+382 20 433 710,+382 20 225 752,slovoljub.popadic@telekom-cg.com
MNE,Montenegro,Monténégro,Montenegro,黑山 ,Черногория ,الجبل الأسود ,Drustvo Za Telekomunikacije MTEL d.o.o.,Kralja Nikole 27a,81000 PODGORICA,,MTEL,Zlatko Trhulj,+382 64 111 5933,+382 11 334 0798,zlatko.trhulj@telekom.yu
MNE,Montenegro,Monténégro,Montenegro,黑山 ,Черногория ,الجبل الأسود ,Promonte GSM d.o.o.,Bul. Dzordza Vasingtona 83,8100 PODGORICA,,PMN,Kare Gustad,+382 20 401 204,+382 20 235 023,gustad@promonte.com
MNE,Montenegro,Monténégro,Montenegro,黑山 ,Черногория ,الجبل الأسود ,T-Mobile crna Gora A.D.,Moskovska 29,8100 PODGORICA,,TMMNE,Zoltan Pinkola,+382 20 433 710,+382 20 225 752,zoltan.pinkola@telekom-cg.com
MSR,Montserrat,Montserrat,Montserrat,蒙特塞拉特 ,Монтсеррат ,مونتسرات ,Cable and Wireless (W.I.) Ltd.,"Houston Street, PO Box 219",PLYMOUTH,,CWMNI,"Clifton Riley, Manager Eng.",+1 664 491 7140,+1 664 491 8019,
MAR,Morocco (Kingdom of),Maroc (Royaume du),Marruecos (Reino de),摩洛哥（王国）) ,Марокко (Королевство) ,المملكة المغربية ,Maroc Telecom - Itissalat Al Maghrib (IAM),"Charia Annakhil, Hay Riad",RABAT,,IAM,Mohamed Hmadou,+212 53 771 5830,+212 53 777 5256,hmadou@iam.net.ma
MOZ,Mozambique (Republic of),Mozambique (République du),Mozambique (República de),莫桑比克（共和国） ,Мозамбик (Республика) ,جمهورية موزامبيق ,Instituto Nacional das Comunicaçôes de Moçambique,"Av. Eduardo Mondlane 123/127, CP 848",MAPUTO,,848,Eng. Omar Hassane,+258 21 490131,+258 21 494435,ohassane@incm.gov.mz
MOZ,Mozambique (Republic of),Mozambique (République du),Mozambique (República de),莫桑比克（共和国） ,Мозамбик (Республика) ,جمهورية موزامبيق ,Telecomunicaçôes de Moçambique (TDM),"PO Box 25, Rua da Sé No. 2",MAPUTO,,TDM,,+258 21 431921,+258 21 431944,
MMR,Myanmar (Union of),Myanmar (Union de),Myanmar (Unión de),缅甸（联邦） ,Мьянма (Союз) ,اتحاد ميانمار ,Myanma Posts and Telecommunications,"43, Bo Aung Gyaw Street",YANGON,,MPT,,+95 1 297722,+95 1 251911,
NAM,Namibia (Republic of),Namibie (République de),Namibia (República de),纳米比亚（共和国） ,Намибия (Республика) ,جمهورية ناميبيا ,Telecom Namibia Ltd,PO Box 297,WINDHOEK 9000,,NMB,Mr. Norman Bastiaans,+264 61 201 2444,+264 61 201 2603,
NRU,Nauru (Republic of),Nauru (République de),Nauru (República de),瑙鲁（共和国） ,Науру (Республика) ,جمهورية ناورو ,Directorate of Telecommunications,NAURU,Nepal Telecommunications Corporation (NTC),Central Office,DT,,+674 444 3324,+674 444 3111,
NPL,Nepal (Federal Democratic Republic of),Népal (République fédérale démocratique du),Nepal (República Democrática Federal de),尼泊尔 ,Непал (Федеративная Демократическая Республика) ,جمهورية نيبال الاتحادية الديمقراطية ,Nepal Telecommunications Corporation (NTC),Central Office,KATHMANDU,,NTC,,+977 1 422 2424,+977 1 422 6280,
NLD,Netherlands (Kingdom of the),Pays-Bas (Royaume des),Países Bajos (Reino de los),荷兰（王国） ,Нидерланды (Королевство) ,مملكة هولندا ,Casema N.V.,Brassersplein 2,2612 CT DELET,,CASEMA,P. Kleintjes,+31 348 493109,+31 348 493199,
NLD,Netherlands (Kingdom of the),Pays-Bas (Royaume des),Países Bajos (Reino de los),荷兰（王国） ,Нидерланды (Королевство) ,مملكة هولندا ,Enertel N.V.,PO Box 25226,3001 HE ROTTERDAM,,ENERTL,Bart van den Dries,+31 10 880 3720,+31 10 880 3799,
NLD,Netherlands (Kingdom of the),Pays-Bas (Royaume des),Países Bajos (Reino de los),荷兰（王国） ,Нидерланды (Королевство) ,مملكة هولندا ,FaciliCom International Netherlands,"Worldwide Bldg, Bouwerij 44, 5th Flr.",1185 XX AMSTELVEEN,,FCI,Elisa Hau,+31 20 543 1900,+31 20 543 1901,
NLD,Netherlands (Kingdom of the),Pays-Bas (Royaume des),Países Bajos (Reino de los),荷兰（王国） ,Нидерланды (Королевство) ,مملكة هولندا ,KPN Telecom B.V.,PO Box 30150,2500 GD THE HAGUE,,TCOMNL,J.T.M. Van Wijk,+31 70 343 4976,+31 70 343 4939,
NCL,New Caledonia (Territoire français d'outre-mer),Nouvelle-Calédonie (Territoire français d'outre-mer),Nueva Caledonia (Territoire français d'outre-mer),新喀里多尼亚（法国海外领地） ,Новая Каледония (заморская территория Франции) ,كاليدونيا الجديدة (إقليم فرنسي ما وراء البحار) ,France Cables et Radio,BP A1,98848 NOUMEA CEDEX,,FCR,Bonnefond Jacques,+687 266610,+687 266669,
NCL,New Caledonia (Territoire français d'outre-mer),Nouvelle-Calédonie (Territoire français d'outre-mer),Nueva Caledonia (Territoire français d'outre-mer),新喀里多尼亚（法国海外领地） ,Новая Каледония (заморская территория Франции) ,كاليدونيا الجديدة (إقليم فرنسي ما وراء البحار) ,Office des Postes et des Télécommunications (OPT),"2 Rue Paul Monchovet, Port Plaisance",98841 NOUMEA CEDEX,,OPTNC,Bernard Idoux,+687 268247,+687 289090,telecom@opt.nc
NZL,New Zealand,Nouvelle-Zélande,Nueva Zelandia,新西兰 ,Новая Зеландия ,نيوزيلندا ,Chorus Ltd,"Level 8 Datacom House, 68-86 Jervois Quay",WELLINGTON,,CHORUS,Richard Read,+64 4 802 9236,+64 4 472 4795,richard.read@chorus.co.nz
NZL,New Zealand,Nouvelle-Zélande,Nueva Zelandia,新西兰 ,Новая Зеландия ,نيوزيلندا ,Compass Communications Ltd,P.O. Box 2533,AUCKLAND,,COMPNZ,Mark Frater,,,
NZL,New Zealand,Nouvelle-Zélande,Nueva Zelandia,新西兰 ,Новая Зеландия ,نيوزيلندا ,NZ Communications,"P.O. Box 8355, Symonds Street",AUCKLAND 1150,,NZCOMS,David Rauscher,,,
NZL,New Zealand,Nouvelle-Zélande,Nueva Zelandia,新西兰 ,Новая Зеландия ,نيوزيلندا ,Telecom New Zealand Ltd,P.O. Box 293,WELLINGTON,,TNZ,Stuart Goodin,,,
NZL,New Zealand,Nouvelle-Zélande,Nueva Zelandia,新西兰 ,Новая Зеландия ,نيوزيلندا ,Telstra Clear,Private Bag 92143,AUCKLAND,,CLEAR,Richard Bateman,,,
NZL,New Zealand,Nouvelle-Zélande,Nueva Zelandia,新西兰 ,Новая Зеландия ,نيوزيلندا ,Vodafone New Zealand Ltd.,Private Bag 9261,AUCKLAND,,VNZL,David Stone,,,
NZL,New Zealand,Nouvelle-Zélande,Nueva Zelandia,新西兰 ,Новая Зеландия ,نيوزيلندا ,WorldxChange Communications,P.O. Box 3296,AUCKLAND,,WAXSNZ,Paul Clarkin,,,
NIC,Nicaragua,Nicaragua,Nicaragua,尼加拉瓜 ,Никарагуа ,نيكاراغوا ,Empresa Nicaraguense de Telecomunicaciones Internacionales,MANAGUA,Société Nigérienne des Télécommunications (SONITEL),"BP 208, Avenue de l'Uranium",ENITEL,,+505 2225 1812,+505 2278 1128,
NER,Niger (Republic of the),Niger (République du),Níger (República del),尼日尔（共和国） ,Нигер (Республика) ,جمهورية النيجر ,Société Nigérienne des Télécommunications (SONITEL),"BP 208, Avenue de l'Uranium",NIAMEY,,SONTEL,Directeur Général,+227 2072 2857,+227 2072 2478,
NGA,Nigeria (Federal Republic of),Nigéria (République fédérale du),Nigeria (República Federal de),尼日利亚（联邦共和国） ,Нигерия (Федеративная Республика) ,جمهورية نيجيريا الاتحادية ,Nigerian Telecommunications Plc. (NITEL),PO Box 173,LAGOS,,NITEL,Enare A.M. Yanaya,+234 1 263 7066,+234 1 619853,
NOR,Norway,Norvège,Noruega,挪威 ,Норвегия ,النرويج ,Tele2 Norge AS,Ulvenneien 75A,N-0581 OSLO,,TELE2,OleMartin Gunhildsbu,+47 2131 9000,+47 2131 9100,ole.martin.gunhildsbu@tele2.no
NOR,Norway,Norvège,Noruega,挪威 ,Норвегия ,النرويج ,Telenor AS,"Postbox 6701, St. Olav's Plass",N-0130 OSLO 1,,TELNOR,Eyolf Gulbrandsen,+47 2277 7634,+47 2277 8901,
OMN,Oman (Sultanate of),Oman (Sultanat d'),Omán (Sultanía de),阿曼（苏丹国） ,Оман (Султанат) ,سلطنة عُمان ,Oman Mobile Telecommunication Company LLC,PO Box 694,PC 130 AL-AZAIBA,,OMNMOB,Bernhard Van Merwe,+968 92 492810,+968 24 485469,bernhard@omantel.co.om
OMN,Oman (Sultanate of),Oman (Sultanat d'),Omán (Sultanía de),阿曼（苏丹国） ,Оман (Султанат) ,سلطنة عُمان ,Oman Telecommunications Company S.A.O.C.,PO Box 789,"PC 112, MUSCAT",,OMNTEL,Abdulrahim Mohammed Al-Bahlani,+968 24 632830,+968 24 484931,abdulrahim.bahlani@omantel.om
PAK,Pakistan (Islamic Republic of),Pakistan (République islamique du),Pakistán (República Islámica del),巴基斯坦（伊斯兰共和国） ,Пакистан (Исламская Республика) ,جمهورية باكستان الإسلامية ,Pakistan Telecommunication Company Ltd.,"Rizwan Centre 85 West, Blue Area",ISLAMABAD,,PTCL,,+92 51 250645,+92 51 858074,
PAN,Panama (Republic of),Panama (République du),Panamá (República de),巴拿马（共和国） ,Панама (Республика) ,جمهورية بنما ,"Instituto Nacional de Telecomunicaciones, S.A. (INTEL, S.A.)",PO Box 9A-659,PANAMA 9A,,INTEL,,+507 269 7111,+507 264 5743,
PNG,Papua New Guinea,Papouasie-Nouvelle-Guinée,Papua Nueva Guinea,巴布亚新几内亚 ,Папуа-Новая Гвинея ,بابوا - غينيا الجديدة ,Telikom PNG Ltd,PO Box 56,PORT MORESBY,,PTC,Isikeli Taureka,+675 327 4000,+675 325 0665,
PRY,Paraguay (Republic of),Paraguay (République du),Paraguay (República del),巴拉圭（共和国） ,Парагвай (Республика) ,جمهورية باراغواي ,Compañia Paraguaya de Comunicaciones S.P. (Copaco S.A.),"Edificio Gral. Bernardino Caballero, Piso 4","PO Box 2042, ASUNCION",,ANTLCO,Luis Reinoso Z.,+595 21 203800,+595 21 203888,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,AT&T Perú S.A.,"Av. Victor Andrés Belaunde 147, Torre Real 6","San Isidro, LIMA",,ATTPER,José Gandula,+51 1 222 5555,+51 1 222 5560,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Atlantic International Telecommunication S.A.C.,Av. Prokgacios Primevera No. 120,Sucre,,ALTPER,Carlos Octavo Giredo Guzenda,+51 1 372 7602,,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Bellsouth Perú S.A.,Av. Javier Prado Este 3190,"San Borja, LIMA",,BELPER,Rafael Muenba Schwaiz,+51 1 955 2000,+51 1 955 2001,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Biper Express S.A.C.,Av. Las Olvas No. 123,"San Isidro, LIMA",,BIPPER,Maria Maca de Habich,+51 1 421 3179,,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,CIFSA Telecom S.A.C.,Manuel del Fino 699,Santa Beatriz,,CIFPER,Oscar Emilio Benavides Morales,+51 1 470 8212,,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Compañia Telefonica Andiña S.A.,"Av. Camino Real 390, OI. 120I.","San Isidro, LIMA",,CTAPER,José Salvador Raggio Reyna,+51 1 421 1341,+51 1 421 1503,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Consultoria y Gestion de Telecomunicaciones S.A.,Av. Pramanan No. 870,"Sucre, LIMA",,CIGPER,Carlos Julio Garcia Arrijos,+51 1 372 5888,+51 1 372 5616,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Convergia S.A.,Av. Javier Prado,La Molina - LIMA,,CONPER,Lorenzo Bilar Chacra,+51 1 434 3497,+51 1 437 0544,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Corix Perú S.A.,Calle Rodin No. 182,"San Borja, LIMA",,CORPER,Oscar Vasquez Lama,+51 1 225 1531,,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Dgital Way S.A.,Av. Sabasllin Telleria No. 306,"San Isidro, LIMA",,DIGPER,José Antonio  de Izcue Arnilas,+51 1 222 8684,,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Ditel Corporation S.A.C.,Calle San Juan No. 705,"Sucre, LIMA",,DITPER,Poir Navarochi Karín,+51 1 372 1368,,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Elnath S.A.,Las Casiahilas No. 138,"San Isidro, LIMA",,ELNPER,Manuel Ortiz de Zevallos,+51 1 222 8555,+51 1 422 9801,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Full Line S.A.,"Calle Mota No. 170, Via San Antonio","Mireflores, LIMA",,FULPER,Germán Leguia Drego,+51 1 440 3442,,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Gamacon S.r.l.,"Av. Del Parque Sur No. 185, OI. 505","San Isidro, LIMA",,GAMPER,Jaime Rogelo Blanco Aresiano,+51 1 224 7053,,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Gilat To Home S.A.,"Av. Rivara Navanreta No. 525, Piso 7","San Isidro, LIMA",,GTHPER,Jacob Segev,+51 1 222 4000,+51 1 222 6688,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Heilsberg Perú S.A.C.,Calle Rodin,"San Borja, LIMA",,HEIPER,Julio F. Borriaz Mariza,+51 1 224 2499,,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Impsat Peru S.A.,Av. Canavaly Moreyna 380 piso 21,"San Isidro, LIMA",,IMPPER,Helmoth Iván Jara Albornaz,+51 1 411 5900,,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Infoductos y Telecomunicaciones del PerúmS.A.,Calle Augusto Tanayo No. 125,"San Isidro, LIMA",,INFPER,Ricardo Toledo Vega,+51 1 421 7687,,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Ivbarra S.A.,"Las Carallisa No. 271, Urb. Camacho","La Molina, LIMA",,IVBPER,Alejandro Harrison  Iberra,+51 1 437 8833,,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Justice Telecom International S.R.L.,Av. Las Begonias No. 475,"San Isidro, LIMA",,JUSPER,Albario Santander Espinoza,+51 1 461 8748,+51 1 461 8083,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Limatel S.A.,Av. Camino Real No. 111,"San Isidro, LIMA",,LIMPER,Luis Navarro Rodriguez,+51 1 441 4444,,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Netcall Peru S.A.C.,Nano Segundo No. 2655,"Lince, LIMA",,NETPER,Enrique Quimper Ingunza,+51 1 221 2469,,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Nortek Communication S.A.C.,"Av. Camino Real No. 396, Torre Central piso6","San Isidro, LIMA",,NORPER,José Emilio Ramirez Muñante,+51 1 222 4905,,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Omeño Comunicaciones S.A.,Av. Javier Prado No. 1059,"La Victoria, LIMA",,ORMPER,Josquin Ornero Cabrera,+51 1 955 0058,,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Orbita Peru S.A.C.,A. Javier Prado Este No. 4307,"Negocio, LIMA",,OTAPER,Manuel ernesto Cardena Prado,+51 1 436 4135,,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Orbitel Perú S.A.,"Av. Casino Real No. 348, Torre El Pilar","San Isidro, LIMA",,OELPER,Alvare Alonso  Garcia Leiva,+51 1 222 7700,,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Perusay S.A.,Av. Benavides No. 210,"Miraflores, LIMA",,PERPER,Enrique Manuel Palados Cloves,+51 1 444 7722,+51 1 444 9017,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Telecomunicaciones Andinas S.A.,Av. Camino  Real 490,"San Isidro, LIMA",,TASPER,Ateo Escobar Zarnaloa,+51 1 222 8497,,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Telefónica del Peru S.A.A.,Av. Arequipa 1155,"Sta. Beatriz, LIMA",,TDPPER,Jorge Melo Vega,+51 1 470 1616,+51 1 470 0766,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Telematic Comunicaciones S.A.C.,"Jr. Janin No.355,Miraflores",LIMA,,TELPER,Pio Fernando Barños Ipenza,+51 1 241 7600,,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,TES.A.M. Peru S.A.,Odricola 128,"San Isidro, LIMA",,TESPER,Carlos Franco,+51 1 440 5807,+51 1 440 3674,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Tim Peru S.A.C.,Las Camalisa No. 760,"San Isidro, LIMA",,TIMPER,Fruciuoso Fernando Rivera F.,+51 1 421 3193,+51 1 421 3196,
PER,Peru,Pérou,Perú,秘鲁 ,Перу ,بيرو ,Vitcom Peru S.A.,Calle Los Pinos No. 519,"San Isidro, LIMA",,VITPER,David  German Guerra Gomez,+51 1 222 4814,+51 1 422 0587,
PHL,Philippines (Republic of the),Philippines (République des),Filipinas (República de),菲律宾（共和国） ,Филиппины (Республика) ,جمهورية الفلبين ,Capitol Wireless Inc. (CAPWIRE),"6/F Dolmar Gold Tower, 107 Carlos Palanca Jr.","Legaspi Village, MAKATI CITY 1229",,CWIMLA,Maureen V Santiago,+63 2 818 6694,+63 2 894 1142,
PHL,Philippines (Republic of the),Philippines (République des),Filipinas (República de),菲律宾（共和国） ,Филиппины (Республика) ,جمهورية الفلبين ,"Digital Telecommunications Phillipines, Inc.",110 E Rodriguez JR Ave. Bagumbayan,1110 QUEZON CITY,,DGTL,Btty William S Paminman,+63 2 635 6142,+63 2 635 6142,paminmanb@ditsi.com.ph
PHL,Philippines (Republic of the),Philippines (République des),Filipinas (República de),菲律宾（共和国） ,Филиппины (Республика) ,جمهورية الفلبين ,Eastern Telecommunications Philippines Inc. (ETPI),"Telecoms Plaza, 316 Sen. G. puyat Ave. Ext","Makati, METRO MANILA",,ETPI,Jose P. Roxas SVP EAD,+63 2 816 0001,+63 2 816 4322,
PHL,Philippines (Republic of the),Philippines (République des),Filipinas (República de),菲律宾（共和国） ,Филиппины (Республика) ,جمهورية الفلبين ,"Easycall Communications Phils., Inc.",418 Arayat Cor. Libertad Sts.,"MANDALUYONG CITY, METRO MANILA",,ECPI,Edgardo T. Abalos,+63 2 533 5107,+63 2 533 4390,eta@easycall.net.ph
PHL,Philippines (Republic of the),Philippines (République des),Filipinas (República de),菲律宾（共和国） ,Филиппины (Республика) ,جمهورية الفلبين ,Ermita Electronics Inc.,Unit 2503 - East tower Philippine Stock Exch.,"PASIG CITY, METRO MANILA",,ERMITA,Roberto V. Carandang,+63 2 636 0303,+63 2 634 6388,roberto_carandang@yahoo.com
PHL,Philippines (Republic of the),Philippines (République des),Filipinas (República de),菲律宾（共和国） ,Филиппины (Республика) ,جمهورية الفلبين ,Express Telecommunications Co. Inc. (Extelcom),"11th Floor Octagon Bldg, San Miguel Avenue","Ortigas Center, PASIG CITY",,P973,Louie B. Sapiera,+63 2 634 0001,+63 2 635 5428,
PHL,Philippines (Republic of the),Philippines (République des),Filipinas (República de),菲律宾（共和国） ,Филиппины (Республика) ,جمهورية الفلبين ,Globe Telecom Inc. (GMCR),"Globe Telecom plaza, Pioneer Corner Madison",1552 MANDALUYONG CITY,,GLOBE,Teresa V. Kong,+63 2 730 2808,+63 2 739 3344,kongtv@globetel.com.ph
PHL,Philippines (Republic of the),Philippines (République des),Filipinas (República de),菲律宾（共和国） ,Филиппины (Республика) ,جمهورية الفلبين ,International Communications Corporation,"5/F Benpres Bldg., Meralco Corner","PASIG, METRO MANILA",,ICC,Sherry Ann Supelana,+63 2 633 3375,+63 2 633 3382,
PHL,Philippines (Republic of the),Philippines (République des),Filipinas (República de),菲律宾（共和国） ,Филиппины (Республика) ,جمهورية الفلبين ,"Oceanic Wireless Network, Inc.","3/F Electra Bldg, 115-117 Esteban St. Legaspi",MAKATI CITY,,OWNI,Eng. Ernesto O. Santos,+63 2 815 3753,+63 2 815 3750,
PHL,Philippines (Republic of the),Philippines (République des),Filipinas (República de),菲律宾（共和国） ,Филиппины (Республика) ,جمهورية الفلبين ,Philippine Communications Satellite Corporation,"11/F Telecoms Plaza Bldg, 316 Sen.Gil Puyat A",1200 MAKATI CITY,,PCSAT,Benito A. Tolentino,+63 2 815 9610,+63 2 817 4131,pcsattpo@info.com.ph
PHL,Philippines (Republic of the),Philippines (République des),Filipinas (República de),菲律宾（共和国） ,Филиппины (Республика) ,جمهورية الفلبين ,Philippine Global Communications Inc. (Philcom),8755 Paseo de Roxas,"Makati, METRO MANILA 3117",,PGCI,Antonio A. Ong,+63 2 816 2851,+63 2 818 9720,
PHL,Philippines (Republic of the),Philippines (République des),Filipinas (República de),菲律宾（共和国） ,Филиппины (Республика) ,جمهورية الفلبين ,Philippine Long Distance Telephone Company (PLDT),"PO Box 2148, Ramon Cojuangco Bldg.",MAKATI CITY 0721,,PLDT,Alfredo B. Carrera,+63 2 817 4600,+63 2 894 3521,gnlim@pldt.com.ph
PHL,Philippines (Republic of the),Philippines (République des),Filipinas (República de),菲律宾（共和国） ,Филиппины (Республика) ,جمهورية الفلبين ,Smart Communications Inc.,"11/F Rufino Pacific Towers, Ayala Ave.",MAKATI CITY,,SMART,Orlando B. Vea,+63 2 811 0211,+63 2 892 4844,
POL,Poland (Republic of),Pologne (République de),Polonia (República de),波兰（共和国） ,Польша (Республика) ,جمهورية بولندا ,Bankowe Przedsiebiorstwo Telekomunikacyjne-Telebank S.A.,ul. Perkuna 47,04-164 WARSZAWA,,BPT,Wieslaw Szymánski,+48 22 695 3863,+48 22 695 3701,wieslaw.szymanski@telbank.pl
POL,Poland (Republic of),Pologne (République de),Polonia (República de),波兰（共和国） ,Польша (Республика) ,جمهورية بولندا ,Nask Research and Education Computer Network,Ul. Wawozowa 18,PL 02-726 WARSZAWA,,NASK,krzysztof Silicki,+48 22 523 1204,+48 22 523 1201,krzysztof.silick@nask.pl
